book_title,goodreads_id,isbn,isbn13,asin,image_url,publication_year,publication_month,publication_day,publisher,language_code,description,work,num_pages,format,url,link,authors,series_works
Coming and Crying,8540473,0615384943,9780615384948,"",http://d.gr-assets.com/books/1332465800m/8540473.jpg,2010,,,Glass Houses Press,,"from the Introduction:<br><br>We knew from our earliest conversations that Coming &amp; Crying was meant not to be erotic but true. We wanted to make a book that charged people with telling real stories about sex but didn't pressure them to turn anyone on. Coming &amp; Crying aims not for conclusions about sex but for the truth that is found in our shared experience of it. We recognize each other as human not through a singular narrative, but in our own particular stories.<br><br>There are twenty-four stories in this book and we hope all of them will knock you out or wake you up or make you feel less alone. You'll encounter at least twenty-four people in a way one does not usually. Some of the names you'll recognize, because they are established writers or your friends or people you follow on the Internet already. That's how we know them, too.","#<Hashie::Mash best_book_id=8540473 books_count=4 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=259202 id=13408081 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2010 original_title=nil rating_dist=""5:27|4:37|3:44|2:12|1:1|total:121"" ratings_count=121 ratings_sum=440 reviews_count=357 text_reviews_count=20>",168,Hardcover,http://www.goodreads.com/book/show/8540473-coming-and-crying,http://www.goodreads.com/book/show/8540473-coming-and-crying,"[""Melissa Gira Grant"", ""Meaghan O'Connell"", ""Stephen Elliott"", ""Matthew Gallaway"", ""Alex Hoyt"", ""Jonathan Ames"", ""William Ball"", ""K. Bridgeman"", ""Arielle Brousse"", ""Tyler Coates"", ""Gina de Vries"", ""Maria Diaz"", ""Halle Kiefer"", ""Matthew Lawrence"", ""Tao Lin"", ""Tess Lynch"", ""Erica Moore"", ""Peter Raffel"", ""Audacia Ray"", ""Charlotte Shane"", ""Diana Vilibert"", ""Danny Vitolo"", ""Douglas Wolk"", ""Sarah  Dopp""]","
"The Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World",8978488,1101443081,9781101443088,"",http://d.gr-assets.com/books/1355101610m/8978488.jpg,2010,9,1,Perigee Books,eng,"If you've ever thought, ""There must be more to life than this,"" ""The Art of Non-Conformity"" is for you.<br><br>Based on Chris Guillebeau's popular online manifesto ""A Brief Guide to World Domination,"" ""The Art of Non-Conformity"" defies common assumptions about life and work while arming you with the tools to live differently. You'll discover how to live on your own terms by exploring creative self-employment, radical goal-setting, contrarian travel, and embracing life as a constant adventure.<br><br>Inspired and guided by Chris's own story and those of others who have pursued unconventional lives, you can devise your own plan for world domination-and make the world a better place at the same time.","#<Hashie::Mash best_book_id=8978488 books_count=17 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=4736859 id=13855550 media_type=""book"" original_language_id=nil original_publication_day=12 original_publication_month=8 original_publication_year=2014 original_title=nil rating_dist=""5:1621|4:1823|3:1320|2:368|1:110|total:5242"" ratings_count=5242 ratings_sum=20203 reviews_count=11855 text_reviews_count=434>",170,ebook,http://www.goodreads.com/book/show/8978488-the-art-of-non-conformity,http://www.goodreads.com/book/show/8978488-the-art-of-non-conformity,,
"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",402843,0834800799,9780834800793,"",http://d.gr-assets.com/books/1392992935m/402843.jpg,1973,4,1,Weatherhill,en-GB,"A respected Zen master in Japan &amp; founder of the San Francisco Zen Center, Shunryu Suzuki has blazed a path in American Buddhism like few others. He is the master who climbs down from the pages of the <em>koan</em> books &amp; answers your questions face to face. If not face to face, you can at least find the answers as recorded in <em>Zen Mind, Beginner's Mind</em>, a transcription of juicy excerpts from his lectures. From diverse topics such as transience of the world, sudden enlightenment, &amp; the nuts &amp; bolts of meditation, Suzuki always returns to the idea of beginner's mind, a recognition that our original nature is our true nature. With beginner's mind, we dedicate ourselves to sincere practice, without the thought of gaining anything special. Day to day life becomes our Zen training, &amp; we discover that ""to study Buddhism is to study ourselves."" &amp; to know our true selves is to be enlightened.--Brian Bruya","#<Hashie::Mash best_book_id=402843 books_count=42 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=974210 id=231282 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1970 original_title=""Zen Mind, Beginner's Mind"" rating_dist=""5:9864|4:6906|3:3375|2:627|1:205|total:20977"" ratings_count=20977 ratings_sum=88528 reviews_count=44491 text_reviews_count=623>",132,Paperback,http://www.goodreads.com/book/show/402843.Zen_Mind_Beginner_s_Mind,http://www.goodreads.com/book/show/402843.Zen_Mind_Beginner_s_Mind,,
The Tipping Point: How Little Things Can Make a Big Difference,2612,0316346624,9780316346627,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,1,7,Back Bay Books,en-US,"The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas.<br><br>Gladwell introduces us to the particular personality types who are natural pollinators of new ideas and trends, the people who create the phenomenon of word of mouth. He analyzes fashion trends, smoking, children's television, direct mail, and the early days of the American Revolution for clues about making ideas infectious, and visits a religious commune, a successful high-tech company, and one of the world's greatest salesmen to show how to start and sustain social epidemics.","#<Hashie::Mash best_book_id=2612 books_count=107 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=8199927 id=2124255 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2000 original_title=""The Tipping Point: How Little Things Can Make a Big Difference"" rating_dist=""5:108618|4:139479|3:83509|2:20886|1:11955|total:364447"" ratings_count=364447 ratings_sum=1405260 reviews_count=588026 text_reviews_count=9105>",304,Paperback,http://www.goodreads.com/book/show/2612.The_Tipping_Point,http://www.goodreads.com/book/show/2612.The_Tipping_Point,,
Getting Things Done: The Art of Stress-Free Productivity,1633,0142000280,9780142000281,"",http://d.gr-assets.com/books/1312474060m/1633.jpg,2002,12,31,Penguin Books,en-GB,"In today's world, yesterday's methods just don't work. In Getting Things Done, veteran coach and management consultant David Allen shares the breakthrough methods for stress-free performance that he has introduced to tens of thousands of people across the country. Allen's premise is simple: our productivity is directly proportional to our ability to relax. Only when our minds are clear and our thoughts are organized can we achieve effective productivity and unleash our creative potential. In Getting Things Done Allen shows how to:<br><br>* Apply the ""do it, delegate it, defer it, drop it"" rule to get your in-box to empty<br>* Reassess goals and stay focused in changing situations<br>* Plan projects as well as get them unstuck<br>* Overcome feelings of confusion, anxiety, and being overwhelmed<br>* Feel fine about what you're not doing<br><br>From core principles to proven tricks, Getting Things Done can transform the way you work, showing you how to pick up the pace without wearing yourself down.","#<Hashie::Mash best_book_id=1633 books_count=67 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=5759 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2001 original_title=""Getting Things Done: How To Achieve Stress-free Productivity"" rating_dist=""5:21227|4:21012|3:12549|2:3263|1:1656|total:59707"" ratings_count=59707 ratings_sum=236012 reviews_count=133093 text_reviews_count=2641>",267,Paperback,http://www.goodreads.com/book/show/1633.Getting_Things_Done,http://www.goodreads.com/book/show/1633.Getting_Things_Done,,
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,495395,0743291476,9780743291477,"",http://d.gr-assets.com/books/1327977486m/495395.jpg,2007,10,1,Simon & Schuster,en-US,"From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of religion and the Bible.Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literally as possible for one full year. He vows to follow the Ten Commandments. To be fruitful and multiply. To love his neighbor. But also to obey the hundreds of less publicized rules: to avoid wearing clothes made of mixed fibers; to play a ten-string harp; to stone adulterers.<br><br>The resulting spiritual journey is at once funny and profound, reverent and irreverent, personal and universal and will make you see history's most influential book with new eyes.<br><br>Jacobs's quest transforms his life even more radically than the year spent reading the entire ""Encyclopedia Britannica"" for ""The Know-It-All."" His beard grows so unruly that he is regularly mistaken for a member of ZZ Top. He immerses himself in prayer, tends sheep in the Israeli desert, battles idolatry, and tells the absolute truth in all situations - much to his wife's chagrin.<br><br>Throughout the book, Jacobs also embeds himself in a cross-section of communities that take the Bible literally. He tours a Kentucky-based creationist museum and sings hymns with Pennsylvania Amish. He dances with Hasidic Jews in Brooklyn and does Scripture study with Jehovah's Witnesses. He discovers ancient biblical wisdom of startling relevance. And he wrestles with seemingly archaic rules that baffle the twenty-first-century brain.Jacobs's extraordinary undertaking yields unexpected epiphanies and challenges. A book that will charm readers both secular and religious, ""The Year of Living Biblically"" is part Cliff Notes to the Bible, part memoir, and part look into worlds unimaginable. Thou shalt not be able to put it down.","#<Hashie::Mash best_book_id=495395 books_count=37 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=3135731 id=2325789 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2007 original_title=""The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible"" rating_dist=""5:10274|4:17314|3:11599|2:3105|1:1073|total:43365"" ratings_count=43365 ratings_sum=162706 reviews_count=83120 text_reviews_count=4585>",388,Hardcover,http://www.goodreads.com/book/show/495395.The_Year_of_Living_Biblically,http://www.goodreads.com/book/show/495395.The_Year_of_Living_Biblically,,
Fahrenheit 451,17470674,0007491565,9780007491568,"",http://d.gr-assets.com/books/1366411587m/17470674.jpg,2013,3,28,Voyager,eng,"The terrifyingly prophetic novel of a post-literate future.<br><br>Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books.<br><br>The classic dystopian novel of a post-literate future, Fahrenheit 451 stands alongside Orwell’s 1984 and Huxley’s Brave New World as a prophetic account of Western civilization’s enslavement by the media, drugs and conformity.<br><br>Bradbury’s powerful and poetic prose combines with uncanny insight into the potential of technology to create a novel which, decades on from first publication, still has the power to dazzle and shock.","#<Hashie::Mash best_book_id=17470674 books_count=430 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=7221162 id=1272463 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1953 original_title=""Fahrenheit 451"" rating_dist=""5:321811|4:332417|3:191194|2:52085|1:23535|total:921042"" ratings_count=921042 ratings_sum=3640010 reviews_count=1315109 text_reviews_count=21953>",227,Hardcover,http://www.goodreads.com/book/show/17470674-fahrenheit-451,http://www.goodreads.com/book/show/17470674-fahrenheit-451,,
Confessions of an Economic Hit Man,2159,0452287081,9780452287082,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,12,27,Plume,en-US,"From the author of the phenomenal New York Times bestseller, <em>Confessions of an Economic Hit Man</em>, comes an exposé of international corruption, and an inspired plan to turn the tide for future generations<br><br>With a presidential election around the corner, questions of America's military buildup, environmental impact, and foreign policy are on everyone's mind. Former Economic Hit Man John Perkins goes behind the scenes of the current geopolitical crisis and offers bold solutions to our most pressing problems. Drawing on interviews with other EHMs, jackals, CIA operatives, reporters, businessmen, and activists, Perkins reveals the secret history of events that have created the current American Empire, including:<br> <br>How the defeats in Vietnam and Iraq have benefited big business<br>The role of Israel as Fortress America in the Middle East<br>Tragic repercussions of the IMF's Asian Economic Collapse<br>The current Latin American revolution and its lessons for democracy<br>U.S. blunders in Tibet, Congo, Lebanon, and Venezuela<br><br>From the U.S. military in Iraq to infrastructure development in Indonesia, from Peace Corps volunteers in Africa to jackals in Venezuela, Perkins exposes a conspiracy of corruption that has fueled instability and anti-Americanism around the globe, with consequences reflected in our daily headlines. Having raised the alarm, Perkins passionately addresses how Americans can work to create a more peaceful and stable world for future generations.<br> ","#<Hashie::Mash best_book_id=2159 books_count=53 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=8135676 id=1734580 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=2004 original_title=""Confessions of an Economic Hit Man"" rating_dist=""5:5743|4:7986|3:5034|2:1552|1:549|total:20864"" ratings_count=20864 ratings_sum=79414 reviews_count=36223 text_reviews_count=2541>",336,Paperback,http://www.goodreads.com/book/show/2159.Confessions_of_an_Economic_Hit_Man,http://www.goodreads.com/book/show/2159.Confessions_of_an_Economic_Hit_Man,,
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,100247,0812992180,9780812992182,"",http://d.gr-assets.com/books/1320532720m/100247.jpg,2002,12,24,Villard,,"<strong>Vagabonding</strong> is about taking time off from your normal life—from six weeks to four months to two years—to discover and experience the world on your own terms. Veteran shoestring traveler Rolf Potts shows how anyone armed with an independent spirit can achieve the dream of extended overseas travel. Potts gives the necessary information on:<br><br>• financing your travel time <br>• determining your destination <br>• adjusting to life on the road<br>• working and volunteering overseas <br>• handling travel adversity <br>• re-assimilating back into ordinary life<br><br>Not just a plan of action, vagabonding is an outlook on life that emphasizes creativity, discovery, and the growth of the spirit. Visit the vagabonding community’s hub at <a href=""http://www.vagabonding.net"" target=""_blank"" rel=""nofollow"">www.vagabonding.net</a>.","#<Hashie::Mash best_book_id=100247 books_count=9 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-30 id=96659 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=2002 original_title=""Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel"" rating_dist=""5:2819|4:3173|3:2098|2:559|1:176|total:8825"" ratings_count=8825 ratings_sum=34375 reviews_count=29503 text_reviews_count=527>",205,Paperback,http://www.goodreads.com/book/show/100247.Vagabonding,http://www.goodreads.com/book/show/100247.Vagabonding,,
The Last Man,966835,0192838652,9780192838650,"",http://d.gr-assets.com/books/1392984325m/966835.jpg,1998,9,10,"Oxford University Press, USA",en-GB,"A futuristic story of tragic love and of the gradual extermination of the human race by plague, The Last Man is Mary Shelley's most important novel after Frankenstein. With intriguing portraits of Percy Bysshe Shelley and Lord Byron, the novel offers a vision of the future that expresses a reaction against Romanticism, and demonstrates the failure of the imagination and of art to redeem the doomed characters.","#<Hashie::Mash best_book_id=966835 books_count=124 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=-44 id=835097 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1826 original_title=""The Last Man "" rating_dist=""5:288|4:479|3:548|2:289|1:118|total:1722"" ratings_count=1722 ratings_sum=5696 reviews_count=7625 text_reviews_count=216>",512,Paperback,http://www.goodreads.com/book/show/966835.The_Last_Man,http://www.goodreads.com/book/show/966835.The_Last_Man,,
The Republic,30289,0140449140,9780140449143,"",http://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,2,25,Penguin Classics,eng,"Presented in the form of a dialogue between Socrates and three different interlocutors, this classic text is an enquiry into the notion of a perfect community and the ideal individual within it. During the conversation, other questions are raised: what is goodness?; what is reality?; and what is knowledge? The Republic also addresses the purpose of education and the role of both women and men as guardians of the people. With remarkable lucidity and deft use of allegory, Plato arrives at a depiction of a state bound by harmony and ruled by philosopher kings.","#<Hashie::Mash best_book_id=30289 books_count=535 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=2631425 id=1625515 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=-380 original_title=nil rating_dist=""5:27877|4:31323|3:22979|2:5996|1:1949|total:90124"" ratings_count=90124 ratings_sum=347555 reviews_count=177254 text_reviews_count=1677>",416,Paperback,http://www.goodreads.com/book/show/30289.The_Republic,http://www.goodreads.com/book/show/30289.The_Republic,"[""Plato"", ""Desmond Lee""]","
The Time Machine,2493,0451528557,9780451528551,"",http://d.gr-assets.com/books/1327942880m/2493.jpg,2002,10,1,Signet Classics,eng,"<strong>“I’ve had a most amazing time....”</strong><br><br>So begins the Time Traveller’s astonishing firsthand account of his journey 800,000 years beyond his own era—and the story that launched H.G. Wells’s successful career and earned him his reputation as the father of science fiction. With a speculative leap that still fires the imagination, Wells sends his brave explorer to face a future burdened with our greatest hopes...and our darkest fears. A pull of the Time Machine’s lever propels him to the age of a slowly dying Earth.  There he discovers two bizarre races—the ethereal Eloi and the subterranean Morlocks—who not only symbolize the duality of human nature, but offer a terrifying portrait of the men of tomorrow as well.  Published in 1895, this masterpiece of invention captivated readers on the threshold of a new century. Thanks to Wells’s expert storytelling and provocative insight, <strong>The Time Machine</strong> will continue to enthrall readers for generations to come.<br><br> ","#<Hashie::Mash best_book_id=2493 books_count=753 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=28003261 id=3234863 media_type=""book"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1895 original_title=""The Time Machine"" rating_dist=""5:59853|4:87655|3:63059|2:12682|1:2602|total:225851"" ratings_count=225851 ratings_sum=867028 reviews_count=352129 text_reviews_count=5147>",118,Paperback,http://www.goodreads.com/book/show/2493.The_Time_Machine,http://www.goodreads.com/book/show/2493.The_Time_Machine,"[""H.G. Wells"", ""Greg Bear""]","
Watchmen,472331,0930289234,9780930289232,"",http://d.gr-assets.com/books/1327866860m/472331.jpg,2005,,,DC Comics,eng,"This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.<br><br>One of the most influential graphic novels of all time and a perennial best-seller, <em>Watchmen</em> has been studied on college campuses across the nation and is considered a gateway title, leading readers to other graphic novels such as <em>V for Vendetta</em>, <em>Batman: The Dark Knight Returns</em> and <em>The Sandman</em> series.","#<Hashie::Mash best_book_id=472331 books_count=74 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=6022914 id=4358649 media_type=""periodical"" original_language_id=nil original_publication_day=nil original_publication_month=nil original_publication_year=1986 original_title=""Watchmen"" rating_dist=""5:175777|4:94581|3:37033|2:9726|1:4907|total:322024"" ratings_count=322024 ratings_sum=1392667 reviews_count=426790 text_reviews_count=9188>",416,Paperback,http://www.goodreads.com/book/show/472331.Watchmen,http://www.goodreads.com/book/show/472331.Watchmen,"[""Alan Moore"", ""Dave Gibbons"", ""John Higgins""]","#<Hashie::Mash series_work=#<Hashie::Mash id=""365633"" series=#<Hashie::Mash description=""\n\n    Watchmen is a 12 issues comic-books series, later reprinted in multiple format, being the most common The Complete Volume with all the issues and, sometimes, extra material.\n\n"" id=""78009"" note=""\n\n    DO NOT COMBINE shorter editions with Complete Editions.\n\n"" numbered=""true"" primary_work_count=""1"" series_works_count=""7"" title=""\n\n    Watchmen\n\n""> user_position=""Complete"">>"
Bird by Bird: Some Instructions on Writing and Life,12543,0385480016,9780385480017,"",http://d.gr-assets.com/books/1394996112m/12543.jpg,1995,9,1,Anchor,,"""Thirty years ago my older brother, who was ten years old at the time, was trying to get a report on birds written that he'd had three months to write. [It] was due the next day. We were out at our family cabin in Bolinas, and he was at the kitchen table close to tears, surrounded by binder paper and pencils and unopened books on birds, immobilized by the hugeness of the task ahead. Then my father sat down beside him, put his arm around my brother's shoulder, and said. 'Bird by bird, buddy. Just take it bird by bird.'""<p>With this basic instruction always in mind, Anne Lamott returns to offer us a new gift: a step-by-step guide on how to write and on how to manage the writer's life. From ""Getting Started,' with ""Short Assignments,"" through ""Shitty First Drafts,"" ""Character,"" ""Plot,"" ""Dialogue."" all the way from ""False Starts"" to ""How Do You Know When You're Done?"" Lamott encourages, instructs, and inspires. She discusses ""Writers Block,"" ""Writing Groups,"" and ""Publication."" Bracingly honest, she is also one of the funniest people alive.</p><p>If you have ever wondered what it takes to be a writer, what it means to be a writer, what the contents of your school lunches said about what your parents were really like, this book is for you. From faith, love, and grace to pain, jealousy, and fear, Lamott insists that you keep your eyes open, and then shows you how to survive. And always, from the life of the artist she turns to the art of life.</p>","#<Hashie::Mash best_book_id=12543 books_count=22 default_chaptering_book_id=nil default_description_language_code=nil desc_user_id=nil id=841198 media_type=""book"" original_language_id=nil original_publication_day=1 original_publication_month=1 original_publication_year=1994 original_title=""Bird by Bird: Some Instructions on Writing and Life"" rating_dist=""5:20004|4:16447|3:6642|2:1307|1:367|total:44767"" ratings_count=44767 ratings_sum=188715 reviews_count=76368 text_reviews_count=4033>",237,Paperback,http://www.goodreads.com/book/show/12543.Bird_by_Bird,http://www.goodreads.com/book/show/12543.Bird_by_Bird,,
